"","carat","cut","color","clarity","depth","table","price","x","y","z"
"29705",0.32,"Ideal","E","VS1",61.9,56,707,4.42,4.47,2.75
"2067",0.32,"Premium","G","VS2",61.5,58,561,4.35,4.4,2.69
"21841",1.7,"Premium","J","VS2",61,59,9901,7.66,7.62,4.66
"53607",0.71,"Ideal","I","IF",61.7,59,2701,5.7,5.74,3.53
"13764",1.35,"Good","I","VS2",59.2,65,5610,7.18,7.13,4.23
"11326",1.02,"Ideal","G","SI1",62.2,57,4988,6.43,6.49,4.02
"22874",1.57,"Premium","G","SI1",59.5,58,10914,7.56,7.61,4.51
"50844",0.7,"Very Good","E","SI2",63.5,54,2310,5.69,5.64,3.6
"51270",0.72,"Very Good","I","VS2",61.6,59,2359,5.71,5.75,3.53
"39261",0.3,"Ideal","D","VVS1",61.1,57,1069,4.36,4.34,2.66
"5490",0.83,"Ideal","F","VS2",61.6,58,3841,6.04,6.07,3.73
"18937",1.12,"Premium","F","VS1",62.1,60,7781,6.62,6.58,4.1
"29644",0.35,"Very Good","H","VVS2",62.5,58,706,4.48,4.51,2.81
"25104",1.59,"Very Good","D","SI1",62.8,54,13631,7.43,7.48,4.68
"12120",0.91,"Premium","G","VVS2",61.8,58,5167,6.24,6.16,3.83
"43012",0.42,"Ideal","E","VVS1",59.7,56,1369,4.91,4.88,2.92
"23085",1.58,"Ideal","I","SI1",61.7,56,11110,7.47,7.5,4.62
"6593",1.01,"Good","G","SI2",63.5,58,4079,6.34,6.39,4.04
"33864",0.3,"Premium","E","VS2",61.7,58,844,4.34,4.32,2.67
"51081",0.72,"Premium","I","VS2",60.9,60,2333,5.8,5.76,3.52
"1268",0.9,"Fair","I","SI2",66.4,60,2948,5.92,5.86,3.91
"50877",0.7,"Good","E","VS2",63.8,56,2314,5.58,5.61,3.57
"6884",1.09,"Ideal","J","VS2",61.3,57,4131,6.63,6.61,4.06
"38684",0.3,"Ideal","F","VVS1",61.6,57,1041,4.33,4.34,2.67
"13008",1.05,"Very Good","H","SI1",60.5,58,5406,6.55,6.6,3.98
"22256",1.71,"Ideal","J","VS1",62.4,56,10309,7.59,7.63,4.75
"26851",2.01,"Premium","I","VS2",62.6,59,16778,8.04,8.01,5.02
"3110",0.74,"Very Good","E","VS2",62.8,58,3323,5.73,5.76,3.61
"52361",0.8,"Very Good","H","SI2",63.4,58,2502,5.87,5.84,3.71
"33808",0.32,"Ideal","G","VVS1",62.4,55,842,4.37,4.38,2.73
"11155",0.91,"Premium","H","VVS1",62.5,59,4944,6.19,6.16,3.86
"31342",0.43,"Very Good","D","SI1",62.9,56,760,4.78,4.83,3.02
"34379",0.41,"Ideal","I","VVS1",61.8,55,863,4.76,4.79,2.95
"53845",0.74,"Very Good","D","SI2",61.5,59,2740,5.79,5.82,3.57
"10584",1.01,"Very Good","H","VS2",62.5,57,4821,6.37,6.44,4
"9948",1.01,"Premium","D","SI2",60.4,60,4694,6.52,6.46,3.92
"12623",1,"Premium","F","SI1",60.5,56,5292,6.48,6.45,3.91
"29775",0.3,"Very Good","I","VVS1",63.1,57,709,4.29,4.27,2.7
"10628",0.73,"Ideal","E","VVS1",62,56,4830,5.75,5.79,3.58
"20374",0.31,"Premium","G","VS1",62.1,58,625,4.31,4.36,2.69
"22196",1.51,"Premium","G","SI1",62.5,60,10235,7.28,7.32,4.56
"31312",0.32,"Ideal","E","VS1",59.9,55,758,4.46,4.49,2.68
"9769",1.02,"Ideal","F","SI2",61.4,56,4662,6.5,6.47,3.98
"9809",1.01,"Very Good","H","SI1",63.3,56,4669,6.35,6.39,4.03
"8183",1.07,"Premium","F","SI2",61.8,58,4366,6.51,6.57,4.04
"44949",0.5,"Good","D","VS2",63.3,54,1635,5.04,5.07,3.2
"35320",0.33,"Very Good","F","IF",58.7,55,897,4.56,4.6,2.69
"22257",1.4,"Ideal","G","VS2",61.7,56,10311,7.2,7.25,4.46
"39960",0.33,"Premium","D","SI2",61.6,59,492,4.41,4.42,2.72
"43898",0.27,"Premium","G","VS2",62.4,59,509,4.13,4.11,2.57
"905",0.74,"Ideal","G","VS2",62.3,55,2877,5.8,5.83,3.62
"33820",0.32,"Ideal","E","VVS2",60.8,57,842,4.42,4.46,2.7
"39882",0.42,"Ideal","G","VVS2",62.7,56,1103,4.77,4.74,2.98
"40198",0.52,"Ideal","F","SI2",61.5,55,1121,5.17,5.2,3.19
"39063",0.52,"Very Good","E","SI2",64,55,1059,5.07,5.11,3.26
"12211",1.22,"Premium","H","SI2",61.6,59,5192,6.82,6.75,4.18
"51020",0.71,"Fair","F","SI2",60.1,68,2327,5.8,5.72,3.46
"37509",0.36,"Ideal","G","IF",61.5,56,985,4.59,4.62,2.83
"21520",1.71,"Ideal","H","VS2",61.9,57,9618,7.67,7.61,4.73
"47470",0.51,"Ideal","G","VVS2",62.2,53.4,1859,5.11,5.15,3.19
"3567",0.8,"Very Good","D","VS2",60.6,63,3419,5.94,5.9,3.59
"18835",1.03,"Premium","D","VS2",62.9,59,7718,6.43,6.38,4.03
"25804",2.33,"Very Good","J","VS2",61.8,59,14801,8.41,8.56,5.24
"47712",0.51,"Ideal","D","SI1",60.7,56,1884,5.18,5.2,3.15
"13740",0.41,"Ideal","J","VS1",62.2,55,604,4.76,4.79,2.97
"38989",0.36,"Ideal","G","VVS2",62.3,56,1053,4.56,4.53,2.83
"14366",1.02,"Ideal","G","VS2",62.6,57,5816,6.41,6.43,4.02
"13556",0.9,"Fair","E","VVS2",58.1,59,5551,6.21,6.26,3.62
"22071",1.57,"Ideal","I","VS2",61.5,56,10093,7.56,7.49,4.63
"42919",0.53,"Good","F","SI1",63.8,56,1363,5.16,5.13,3.28
"29533",0.31,"Very Good","E","VVS2",58.8,59,704,4.46,4.45,2.62
"27340",2.02,"Premium","I","VS2",59,59,17893,8.34,8.27,4.9
"26198",1.7,"Premium","G","VS2",62.6,61,15568,7.64,7.54,4.75
"26673",0.26,"Very Good","G","VVS2",62.2,56,426,4.08,4.1,2.54
"19949",1.66,"Good","J","VS2",64.4,54,8496,7.45,7.54,4.83
"20583",1.5,"Ideal","H","VS1",62.1,57,8891,7.37,7.23,4.53
"45921",0.53,"Ideal","E","VS2",62.1,56,1721,5.17,5.2,3.22
"51356",0.61,"Ideal","D","VS2",61.6,56,2364,5.46,5.49,3.37
"775",0.77,"Premium","F","VS1",60.9,60,2859,5.91,5.88,3.59
"8035",0.88,"Ideal","H","VVS1",62,59,4334,6.12,6.13,3.8
"51072",0.71,"Very Good","F","SI1",61.9,56,2333,5.67,5.7,3.52
"35249",0.3,"Very Good","G","IF",62.9,58,895,4.21,4.25,2.66
"51307",0.31,"Premium","G","VS2",59.8,60,544,4.4,4.43,2.64
"48702",0.62,"Premium","F","VS2",62.3,60,2009,5.46,5.39,3.38
"2419",0.91,"Fair","H","SI1",64.4,60,3180,6.1,6.07,3.92
"26168",2.02,"Premium","G","SI2",61,58,15498,8.15,8.22,4.99
"23853",1.56,"Ideal","F","SI1",62.7,57,11943,7.34,7.39,4.62
"540",0.7,"Ideal","H","VVS1",61.6,57,2827,5.69,5.74,3.52
"14343",1.22,"Ideal","I","SI1",60.2,58,5807,6.96,6.9,4.17
"18060",0.36,"Premium","F","SI1",61.1,60,616,4.62,4.57,2.81
"20630",1,"Premium","F","VVS2",60.6,54,8924,6.56,6.52,3.96
"1963",0.73,"Ideal","G","SI1",61.4,57,3089,5.74,5.79,3.54
"28376",0.24,"Premium","E","VVS1",60.3,61,668,4.06,4.03,2.44
"4858",0.71,"Ideal","F","VS1",61.4,57,3710,5.72,5.73,3.52
"3561",1.01,"Premium","H","SI1",59.2,58,3417,6.58,6.56,3.89
"30121",0.32,"Premium","G","VS2",60.7,58,720,4.42,4.38,2.67
"17741",1.2,"Very Good","I","IF",59.1,61,7141,6.91,6.99,4.11
"22272",1.13,"Ideal","F","VVS2",61.4,56,10327,6.77,6.72,4.14
"34202",0.33,"Ideal","F","VS2",62.6,55,854,4.42,4.4,2.76
"5527",1.01,"Good","G","SI2",63.4,57,3852,6.32,6.37,4.02
"43381",0.5,"Ideal","E","SI1",60.8,57,1410,5.09,5.14,3.11
"44711",0.61,"Premium","D","SI1",61.6,58,1614,5.37,5.34,3.3
"19449",1.51,"Good","I","SI1",63.7,61,8097,7.11,7.15,4.54
"4570",0.8,"Ideal","E","VS2",62.2,57,3648,5.95,5.98,3.71
"15051",0.3,"Ideal","F","VS2",61.4,57,605,4.34,4.36,2.67
"19399",1.35,"Premium","H","VS2",62.2,56,8062,7.13,7.08,4.42
"17314",1.19,"Good","E","VS2",57.4,60,6937,6.9,7,3.99
"49429",0.7,"Premium","F","SI2",61.7,62,2107,5.69,5.65,3.5
"46001",0.55,"Very Good","E","VS2",61.2,57,1725,5.22,5.27,3.21
"8691",1.06,"Ideal","G","SI2",62.2,55,4459,6.53,6.56,4.07
"42969",0.5,"Ideal","I","VVS2",61.2,56,1367,5.13,5.16,3.15
"42739",0.51,"Ideal","E","SI1",62.5,56,1343,5.07,5.1,3.18
"46645",0.3,"Premium","E","SI1",60.6,58,526,4.3,4.34,2.62
"34459",0.34,"Ideal","D","VS1",60.9,56,865,4.51,4.56,2.76
"31615",0.32,"Ideal","I","SI2",61.7,55,371,4.39,4.42,2.72
"11950",1.01,"Very Good","E","SI1",62.8,60,5132,6.38,6.39,4.01
"2624",0.8,"Premium","D","SI1",59.4,55,3226,6.06,6.02,3.59
"53785",0.7,"Ideal","E","SI1",61.1,56,2728,5.76,5.79,3.53
"13171",1.06,"Very Good","E","SI1",63.7,55,5445,6.45,6.49,4.12
"47326",0.23,"Very Good","D","VVS2",62.6,58,530,3.89,3.94,2.45
"16643",1.1,"Premium","G","VS2",61.2,62,6653,6.64,6.6,4.05
"3329",1.23,"Premium","F","I1",60.8,59,3375,6.96,6.91,4.22
"25665",1.98,"Ideal","I","SI1",62.6,55,14581,8.04,8.1,5.05
"35948",0.3,"Ideal","F","SI1",62.4,55,475,4.3,4.32,2.69
"39949",0.28,"Good","E","VVS1",64.6,55,492,4.15,4.18,2.69
"37426",0.33,"Ideal","G","IF",61.3,57,984,4.42,4.46,2.72
"13876",1.13,"Premium","H","VS2",62,57,5650,6.68,6.62,4.12
"18202",1.52,"Fair","H","SI2",64.9,58,7388,7.23,7.19,4.68
"52501",0.71,"Ideal","I","VS1",61.3,57,2525,5.73,5.75,3.51
"3554",1,"Premium","J","SI1",62.7,57,3416,6.4,6.33,3.99
"25238",2.52,"Fair","H","SI2",65.4,59,13846,8.49,8.42,5.53
"22472",1.69,"Very Good","I","SI1",61.8,60,10497,7.58,7.61,4.69
"6783",0.82,"Ideal","D","SI1",61.9,56,4113,5.99,6.02,3.72
"26599",2.04,"Ideal","H","SI2",62,56,16319,8.18,8.23,5.09
"18808",1.12,"Fair","D","VS2",58.9,59,7696,6.84,6.77,4.01
"26827",2.14,"Premium","H","SI2",62,60,16723,8.27,8.19,5.1
"6111",1.11,"Premium","I","SI1",61.9,58,3978,6.63,6.61,4.1
"53105",0.57,"Ideal","E","VVS2",62.3,54,2615,5.3,5.35,3.32
"26089",2.31,"Premium","J","SI1",61.1,60,15323,8.58,8.51,5.22
"15134",1.25,"Premium","I","VS2",61,59,6084,6.98,6.89,4.23
"4647",0.9,"Very Good","G","SI1",63.1,59,3669,6.15,6.11,3.87
"10874",1.28,"Good","J","SI1",63.4,59,4878,6.84,6.89,4.35
"30576",0.31,"Ideal","D","VS2",61.8,57,734,4.36,4.38,2.7
"49593",0.7,"Very Good","I","SI1",62.2,58,2136,5.63,5.66,3.51
"27820",0.34,"Premium","G","SI1",60.8,59,650,4.56,4.46,2.74
"39081",0.38,"Ideal","D","VVS2",60.3,57,1060,4.77,4.71,2.86
"17287",1.01,"Premium","F","VS2",61.4,57,6923,6.51,6.45,3.98
"32461",0.36,"Ideal","G","VVS2",61.8,54,794,4.59,4.61,2.84
"8457",1.08,"Ideal","H","SI1",62.2,57,4413,6.6,6.56,4.09
"1132",0.71,"Premium","E","VS1",59.7,57,2920,5.87,5.78,3.48
"8999",0.93,"Ideal","E","SI1",61.9,55,4511,6.26,6.31,3.89
"20304",1.64,"Premium","I","SI1",62.4,58,8716,7.58,7.52,4.71
"15959",1.22,"Premium","H","SI1",60.6,60,6387,6.92,6.85,4.17
"38809",0.31,"Premium","G","VVS1",61.1,58,1046,4.35,4.32,2.65
"48212",0.57,"Ideal","F","VS1",62.6,56,1949,5.27,5.33,3.32
"13366",0.24,"Very Good","F","VS1",63,58,419,3.92,3.95,2.48
"10328",0.91,"Fair","D","VS2",64.5,55,4765,6.24,6.07,3.97
"16623",1.07,"Premium","G","VS2",62.9,59,6644,6.52,6.49,4.09
"53931",0.71,"Premium","E","SI1",60.5,55,2756,5.79,5.74,3.49
"6089",0.7,"Very Good","F","VVS2",61.3,59,3974,5.69,5.73,3.5
"19039",0.3,"Ideal","F","VS1",61.8,53,621,4.32,4.36,2.68
"2829",0.9,"Good","F","SI2",63.2,57,3267,6.09,6.15,3.87
"51073",0.7,"Premium","F","SI1",62.5,59,2333,5.65,5.67,3.54
"12269",1.24,"Premium","I","SI1",62.9,60,5208,6.8,6.74,4.26
"11226",1.03,"Very Good","D","SI2",63.3,58,4963,6.38,6.42,4.05
"32312",0.3,"Very Good","G","VVS1",62.1,61,789,4.27,4.3,2.66
"41617",0.29,"Very Good","F","VS1",63,55,504,4.24,4.27,2.68
"23146",1.51,"Ideal","H","SI1",62.3,54,11163,7.37,7.33,4.58
"8490",0.9,"Very Good","E","VS2",62.8,57,4419,6.13,6.16,3.86
"19342",1.5,"Good","G","SI2",64.3,57,8043,7.2,7.29,4.66
"38574",0.4,"Premium","H","VS1",62.6,58,1035,4.71,4.68,2.94
"15491",1.04,"Premium","G","VS2",62.3,54,6206,6.55,6.49,4.06
"31954",0.31,"Ideal","I","VS2",61.6,57,452,4.36,4.4,2.7
"43150",0.56,"Fair","E","SI2",64.5,61,1389,5.18,5.14,3.33
"39724",0.5,"Good","E","SI1",63.7,59,1090,5.07,5.01,3.21
"23542",1.1,"Ideal","D","VVS2",62.2,57,11550,6.58,6.54,4.08
"975",0.82,"Good","G","SI2",59.9,62,2893,6.02,6.04,3.61
"26676",0.3,"Ideal","D","SI2",62,56,426,4.31,4.34,2.68
"36880",0.5,"Ideal","H","SI2",62.9,57,958,5.04,5.01,3.16
"45491",0.6,"Very Good","H","VS1",60.2,60,1679,5.45,5.48,3.29
"28010",0.3,"Premium","E","VS2",60.7,59,658,4.3,4.33,2.62
"12407",1.03,"Ideal","E","SI1",62,57,5234,6.44,6.47,4
"47003",0.53,"Ideal","G","VVS2",62.6,56,1818,5.16,5.19,3.24
"422",0.7,"Very Good","F","VS2",60.9,61,2812,5.66,5.71,3.46
"49776",0.7,"Premium","F","SI1",61.3,59,2161,5.71,5.74,3.51
"20594",1.72,"Ideal","J","SI1",62,57,8900,7.66,7.62,4.74
"35476",0.39,"Ideal","G","VVS2",60.6,57,902,4.72,4.75,2.87
"6104",1.23,"Good","D","I1",63.7,58,3977,6.72,6.79,4.3
"45994",0.5,"Ideal","E","VS1",62.2,57,1724,5.13,5.1,3.18
"400",0.3,"Very Good","H","SI1",63.3,56,554,4.29,4.27,2.71
"46077",0.58,"Ideal","D","SI1",61.1,57,1737,5.36,5.41,3.29
"48027",0.71,"Good","I","SI2",61.3,63,1922,5.66,5.7,3.48
"4801",0.9,"Fair","H","VS2",64.7,58,3697,5.98,6.01,3.88
"20016",0.3,"Very Good","H","SI1",62.9,58,421,4.22,4.24,2.66
"11837",1,"Good","D","SI1",60.4,64,5096,6.39,6.3,3.83
"10137",0.92,"Very Good","H","VS1",59.7,63,4721,6.34,6.29,3.77
"16314",1.01,"Very Good","G","VS1",63.5,59,6529,6.36,6.31,4.02
"24451",1.37,"Premium","E","VS1",59.4,60,12713,7.27,7.2,4.3
"35498",0.41,"Very Good","F","SI1",63.1,59,904,4.75,4.7,2.98
"31682",0.26,"Ideal","E","VVS2",62,56,769,4.13,4.1,2.55
"13045",0.36,"Premium","F","SI1",61.6,60,600,4.54,4.61,2.82
"18517",1.08,"Ideal","E","VS2",62,54,7548,6.62,6.57,4.09
"18707",0.27,"Very Good","E","VVS2",62,59,620,4.14,4.18,2.58
"4539",1,"Premium","H","SI2",59.1,62,3640,6.5,6.47,3.83
"11517",1.01,"Ideal","I","VS1",62.5,59,5022,6.33,6.41,3.98
"4668",1.01,"Premium","H","SI2",63,59,3671,6.33,6.27,3.97
"20299",1.2,"Very Good","G","VVS2",62.4,56,8712,6.68,6.74,4.19
"20305",1.36,"Premium","H","VS2",61.9,58,8718,7.09,7.15,4.41
"53659",0.76,"Premium","F","SI1",62,60,2706,5.88,5.76,3.61
"21927",2,"Good","G","SI2",64.2,60,9999,7.89,7.81,5.04
"7575",0.9,"Good","F","VS2",63.3,57,4253,6.04,6.09,3.84
"48493",0.54,"Ideal","G","VVS2",61.9,57,1981,5.22,5.25,3.24
"28738",0.31,"Ideal","E","VS2",61.6,56,680,4.32,4.38,2.68
"15199",1.01,"Very Good","G","VS2",61.9,56,6105,6.34,6.42,3.95
"14314",1,"Ideal","F","SI2",62.4,57,5798,6.37,6.42,3.99
"925",0.71,"Very Good","E","VS2",60,59,2881,5.84,5.83,3.5
"22644",1.5,"Good","H","VS2",63.9,60,10692,7.17,7.22,4.6
"252",0.81,"Good","G","SI2",61,61,2789,5.94,5.99,3.64
"7578",1,"Very Good","F","SI2",62.9,56,4255,6.36,6.42,4.02
"34757",0.41,"Premium","H","SI1",61.7,60,876,4.75,4.71,2.92
"41219",0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
"38622",0.31,"Ideal","H","VS2",62.2,55,489,4.36,4.39,2.72
"16605",1.01,"Very Good","G","VS1",64.4,59,6632,6.26,6.31,4.05
"12126",1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96
"8494",1.07,"Ideal","G","SI2",62.4,57,4419,6.56,6.58,4.1
"30380",0.3,"Very Good","F","VVS2",59.9,56,730,4.38,4.44,2.64
"28375",0.24,"Premium","E","VVS1",60.6,59,668,4.02,4,2.43
"43693",0.5,"Very Good","D","SI1",60.8,58,1436,5.07,5.13,3.1
"28957",0.31,"Good","I","VS2",63.2,55,435,4.3,4.4,2.75
"37294",0.52,"Very Good","I","SI1",62.5,59,978,5.06,5.12,3.18
"28856",0.41,"Premium","E","SI2",62.1,58,683,4.73,4.77,2.95
"4978",0.9,"Good","E","SI2",63,58,3736,6.08,6.11,3.84
"8655",1.03,"Ideal","F","SI2",61.8,56,4454,6.49,6.46,4
"8497",0.86,"Ideal","G","VS1",62.2,57,4420,6.05,6.1,3.78
"7517",1.01,"Good","H","SI1",60.3,64,4242,6.49,6.52,3.92
"8978",1.01,"Good","G","SI1",63.8,56,4504,6.32,6.37,4.05
"21991",1.89,"Premium","G","SI2",62.9,58,10055,7.87,7.81,4.93
"19761",1.01,"Very Good","F","VS2",62,60,8330,6.36,6.39,3.95
"6013",1.09,"Premium","D","SI2",61.9,61,3961,6.58,6.54,4.06
"46890",0.47,"Ideal","G","IF",62.1,54,1814,4.99,5.02,3.11
"44956",0.51,"Very Good","E","VS1",62,61,1636,5.11,5.14,3.18
"45924",0.53,"Ideal","G","VS1",62.6,54,1721,5.16,5.19,3.24
"38144",0.3,"Ideal","G","VVS1",62.9,57,1013,4.3,4.26,2.69
"9424",1.01,"Ideal","G","SI1",61.8,57,4588,6.41,6.46,3.98
"11998",1.06,"Ideal","E","SI2",60.9,57,5147,6.58,6.62,4.02
"40546",0.45,"Good","D","VS2",63.7,61,1149,4.81,4.73,3.04
"3030",1.01,"Very Good","I","SI2",63.2,58,3309,6.34,6.31,4
"26544",1.75,"Premium","G","VS2",62.8,59,16220,7.62,7.53,4.76
"11873",1.2,"Ideal","I","SI1",62.5,57,5107,6.77,6.71,4.21
"50638",0.23,"Very Good","F","VS2",61.6,59,402,3.96,4,2.45
"47271",0.5,"Ideal","D","VS2",61.7,56,1844,5.12,5.14,3.16
"25436",2.35,"Premium","I","SI1",61.8,58,14185,8.58,8.44,5.26
"42696",0.46,"Ideal","H","VVS1",62.4,53.4,1338,4.95,5.01,3.1
"35580",0.35,"Ideal","F","VS2",62.4,57,906,4.51,4.5,2.81
"53669",0.71,"Very Good","F","VS2",61.3,56,2709,5.7,5.76,3.51
"17114",1.23,"Very Good","I","VS2",61.2,59,6826,6.84,6.81,4.18
"35642",0.31,"Ideal","G","VVS2",61.9,55,907,4.36,4.33,2.69
"48572",0.71,"Very Good","J","VS1",64.1,58,1993,5.61,5.65,3.61
"9190",1.04,"Ideal","F","SI2",62.6,57,4547,6.45,6.48,4.05
"51706",0.7,"Very Good","F","VS2",58.9,57,2400,5.79,5.85,3.43
"2546",0.7,"Ideal","G","VS1",61.4,55,3206,5.71,5.76,3.53
"48024",0.5,"Ideal","D","VS1",61.1,56,1922,5.12,5.23,3.16
"53595",0.76,"Fair","H","VVS2",64.8,57,2699,5.67,5.81,3.71
"50987",0.31,"Very Good","H","VS1",62.9,58,544,4.31,4.34,2.72
"46178",0.6,"Ideal","G","VS2",62.1,57,1746,5.43,5.36,3.35
"30273",0.31,"Very Good","H","SI1",60.5,60,446,4.33,4.4,2.64
"51293",1.2,"Premium","F","I1",62.9,58,2360,6.86,6.79,4.29
"18963",1.24,"Premium","G","VS1",62,59,7800,6.92,6.88,4.28
"19344",1.06,"Ideal","G","VVS2",61,57,8044,6.57,6.55,4
"35137",0.39,"Ideal","E","VS1",59.9,57,889,4.78,4.8,2.87
"4102",0.7,"Very Good","F","VVS1",60.6,60,3536,5.67,5.7,3.45
"16119",1.3,"Ideal","F","SI2",62.2,56,6442,6.96,7,4.34
"32363",0.3,"Very Good","F","VVS1",61,57,790,4.33,4.36,2.65
"2985",0.77,"Ideal","G","VS2",61.8,54,3300,5.91,5.94,3.66
"33738",0.3,"Very Good","E","VVS2",62.9,55,840,4.25,4.27,2.68
"33562",0.41,"Premium","J","VS1",60.8,61,830,4.79,4.72,2.89
"1057",0.25,"Premium","E","VS1",61.5,60,558,4.04,4.02,2.48
"31836",0.34,"Very Good","G","VVS2",61.4,59,775,4.47,4.52,2.76
"25321",1.5,"Good","G","IF",59.9,59,13998,7.39,7.46,4.45
"21434",1.9,"Very Good","J","SI1",59.2,58,9540,8.1,8.21,4.83
"499",0.7,"Ideal","D","SI1",60.7,56,2822,5.75,5.72,3.48
"41728",0.41,"Premium","E","VVS2",60.9,60,1243,4.82,4.81,2.93
"49097",0.52,"Ideal","G","VVS1",61.6,55,2063,5.14,5.18,3.18
"14481",1.2,"Premium","H","SI2",62.3,59,5846,6.82,6.75,4.23
"15879",1.26,"Ideal","I","VS2",62.6,55,6350,6.96,6.91,4.34
"7797",1.04,"Ideal","H","SI2",61.1,56,4290,6.6,6.66,4.05
"51148",0.71,"Premium","E","SI2",62.7,59,2343,5.7,5.66,3.56
"53840",0.71,"Ideal","G","SI1",61.6,57,2738,5.72,5.76,3.53
"13519",1,"Good","G","VS2",62.9,56,5544,6.33,6.39,4
"37729",0.3,"Ideal","F","VVS1",61.9,57,995,4.32,4.3,2.67
"28972",0.31,"Very Good","H","SI1",61,61,435,4.33,4.39,2.66
"5049",0.31,"Premium","H","SI1",62.3,55,573,4.36,4.34,2.71
"46985",0.59,"Ideal","D","SI1",61.8,56,1816,5.37,5.4,3.33
"27200",2.14,"Premium","G","SI2",60.4,59,17513,8.32,8.38,5.04
"41726",0.41,"Ideal","H","IF",62.1,56,1243,4.76,4.74,2.95
"18151",1.01,"Ideal","E","VS2",62.1,56,7355,6.41,6.45,3.99
"511",0.79,"Very Good","D","SI2",62.8,59,2823,5.86,5.9,3.69
"39200",0.43,"Premium","D","SI1",61.1,59,1064,4.89,4.83,2.97
"32218",0.31,"Ideal","G","VVS1",61.8,54,789,4.39,4.41,2.72
"22352",0.31,"Ideal","H","VS2",62.2,55,628,4.39,4.36,2.72
"53179",0.71,"Ideal","E","VS2",61.8,57,2630,5.7,5.73,3.53
"5193",0.91,"Very Good","G","VS2",62.7,63,3776,6.05,6,3.78
"49843",0.71,"Premium","F","SI2",62.1,60,2169,5.68,5.62,3.51
"31479",0.34,"Ideal","H","VS1",62.7,57,765,4.48,4.45,2.8
"18733",1.01,"Very Good","D","VS2",62.7,57,7652,6.36,6.39,4
"7246",1.11,"Premium","I","SI2",61.8,58,4196,6.66,6.61,4.1
"26861",1.52,"Very Good","F","VVS2",63.7,57,16786,7.28,7.31,4.65
"5472",1.01,"Premium","F","SI2",59.2,58,3837,6.5,6.47,0
"4545",1,"Premium","J","VS1",59.7,62,3640,6.52,6.46,3.87
"28609",0.3,"Premium","E","SI1",61.7,56,675,4.29,4.27,2.64
"13984",1.24,"Premium","H","SI2",59.9,60,5694,7.02,7,4.2
"3937",0.93,"Good","H","VS1",59.1,64,3500,6.36,6.27,3.73
"30585",0.31,"Ideal","D","VS2",61.5,56,734,4.34,4.37,2.68
"31420",0.4,"Ideal","H","VS2",61.8,54.5,764,4.74,4.77,2.94
"2947",1,"Premium","J","SI2",62.7,58,3293,6.32,6.28,3.95
"41484",0.39,"Very Good","D","VVS2",63,57,1232,4.65,4.69,2.94
"28161",0.3,"Ideal","H","VVS1",61.3,57,665,4.32,4.36,2.66
"15557",0.9,"Ideal","G","VVS1",62.9,56,6237,6.11,6.19,3.87
"8243",1.05,"Premium","I","SI2",60.2,61,4374,6.64,6.61,3.99
"20129",1.04,"Ideal","G","VVS2",62.5,55,8590,6.53,6.47,4.06
"40994",0.63,"Premium","J","SI1",61.9,59,1181,5.49,5.47,3.39
"12482",1.21,"Good","I","SI1",62.7,59,5252,6.63,6.71,4.18
"14522",1.01,"Premium","G","VS2",61.5,56,5864,6.47,6.41,3.96
"20251",1.51,"Fair","G","SI1",65,59,8681,6.99,7.07,4.57
"18595",1.03,"Ideal","G","VS1",60.8,57,7587,6.55,6.57,3.99
"26005",2.02,"Ideal","J","VS1",61.9,58,15231,8.06,8.1,5
"5332",0.84,"Very Good","D","SI1",59.2,59,3809,6.18,6.21,3.67
"36356",0.5,"Fair","F","SI2",65.8,57,938,4.97,4.83,3.23
"25628",2.5,"Ideal","J","SI2",64,55,14502,8.56,8.48,5.46
"27424",2.01,"Good","E","SI1",58.7,59,18027,8.23,8.27,4.84
"26969",1.71,"Ideal","G","VS1",61.4,57,17049,7.65,7.72,4.72
"4220",0.9,"Very Good","F","SI2",62.4,58,3569,6.15,6.19,3.85
"29996",0.43,"Premium","E","SI2",60.8,58,716,4.86,4.88,2.96
"357",0.57,"Fair","E","VVS1",58.7,66,2805,5.34,5.43,3.16
"32986",0.3,"Ideal","E","VVS2",61,56,812,4.33,4.39,2.66
"21541",1.01,"Very Good","E","VVS2",63.4,56,9642,6.32,6.37,4.02
"49412",0.7,"Very Good","G","SI1",62.5,57,2106,5.63,5.7,3.54
"18297",1.54,"Very Good","I","SI2",63.3,60,7437,7.34,7.31,4.64
"27542",2.3,"Ideal","H","SI2",61.6,56,18304,8.48,8.52,5.24
"37821",0.53,"Ideal","J","SI2",62.3,58,1002,5.13,5.17,3.21
"36322",0.32,"Ideal","G","VVS2",60.6,57,936,4.43,4.41,2.68
"42487",0.47,"Ideal","D","VS2",61.9,56,1319,4.99,5.03,3.1
"28123",0.36,"Very Good","D","SI1",60.1,57,663,4.62,4.66,2.79
"17428",1.1,"Ideal","G","VS1",61.5,57,6984,6.62,6.65,4.08
"387",0.7,"Very Good","G","VS1",63,60,2812,5.57,5.64,3.53
"36158",0.33,"Ideal","E","VS2",62.6,57,928,4.42,4.37,2.75
"23815",1.53,"Very Good","D","SI1",59.2,57,11873,7.52,7.55,4.46
"26525",2.02,"Very Good","I","VS2",63.2,53,16179,8.09,8.18,5.14
